id,name,course,score,expert
2,"Kayleigh Treutel","Struktur Data",3,"Ubiquitos Computing"
2,"Kayleigh Treutel","Struktur Data",3,"Game Technology & Machine Learning"
2,"Kayleigh Treutel",Graphics,2.7,"Game Technology & Machine Learning"
2,"Kayleigh Treutel","Big Data",3.3,"Knowledge Engineering"
2,"Kayleigh Treutel",Compilation,3.7,"Ubiquitos Computing"
2,"Kayleigh Treutel",IOT,3.7,"Ubiquitos Computing"
2,"Kayleigh Treutel",K3,3.7,"Knowledge Engineering"
2,"Kayleigh Treutel",K3,3.7,"Ubiquitos Computing"
2,"Kayleigh Treutel",K3,3.7,"Game Technology & Machine Learning"
2,"Kayleigh Treutel",PTI,3,"Knowledge Engineering"
2,"Kayleigh Treutel",PTI,3,"Ubiquitos Computing"
2,"Kayleigh Treutel",PTI,3,"Game Technology & Machine Learning"
2,"Kayleigh Treutel",Statistik,3.7,"Knowledge Engineering"
2,"Kayleigh Treutel","Basis Data",3.7,"Knowledge Engineering"
2,"Kayleigh Treutel","Basis Data",3.7,"Ubiquitos Computing"
2,"Kayleigh Treutel","Basis Data",3.7,"Game Technology & Machine Learning"
2,"Kayleigh Treutel",OOP,2.7,"Knowledge Engineering"
2,"Kayleigh Treutel",OOP,2.7,"Ubiquitos Computing"
2,"Kayleigh Treutel",OOP,2.7,"Game Technology & Machine Learning"
2,"Kayleigh Treutel",Sociotechnology,4,"Knowledge Engineering"
2,"Kayleigh Treutel",Sociotechnology,4,"Ubiquitos Computing"
2,"Kayleigh Treutel",Sociotechnology,4,"Game Technology & Machine Learning"
2,"Kayleigh Treutel",MM,4,"Game Technology & Machine Learning"
2,"Kayleigh Treutel",IMK,3,"Knowledge Engineering"
2,"Kayleigh Treutel",IMK,3,"Ubiquitos Computing"
2,"Kayleigh Treutel",IMK,3,"Game Technology & Machine Learning"
2,"Kayleigh Treutel","Organisasi & Arsitektur Komputer",3,"Knowledge Engineering"
2,"Kayleigh Treutel","Organisasi & Arsitektur Komputer",3,"Ubiquitos Computing"
2,"Kayleigh Treutel","Organisasi & Arsitektur Komputer",3,"Game Technology & Machine Learning"
2,"Kayleigh Treutel","Bahasa Inggris",2.7,"Knowledge Engineering"
2,"Kayleigh Treutel","Bahasa Inggris",2.7,"Ubiquitos Computing"
2,"Kayleigh Treutel","Bahasa Inggris",2.7,"Game Technology & Machine Learning"
2,"Kayleigh Treutel",Algorithm,3,"Knowledge Engineering"
2,"Kayleigh Treutel",Algorithm,3,"Ubiquitos Computing"
2,"Kayleigh Treutel",Algorithm,3,"Game Technology & Machine Learning"
2,"Kayleigh Treutel","Open Source",3,"Ubiquitos Computing"
2,"Kayleigh Treutel",Game,3,"Game Technology & Machine Learning"
2,"Kayleigh Treutel","Komunikasi Data",3,"Ubiquitos Computing"
2,"Kayleigh Treutel",Cryptography,2.7,"Ubiquitos Computing"
2,"Kayleigh Treutel","Matkom 2",3.3,"Knowledge Engineering"
2,"Kayleigh Treutel","Matkom 2",3.3,"Ubiquitos Computing"
2,"Kayleigh Treutel","Matkom 2",3.3,"Game Technology & Machine Learning"
2,"Kayleigh Treutel",NLP,3.7,"Knowledge Engineering"
2,"Kayleigh Treutel",AI,2.7,"Game Technology & Machine Learning"
2,"Kayleigh Treutel","Data Science",3.7,"Knowledge Engineering"
2,"Kayleigh Treutel",RPL,3.7,"Knowledge Engineering"
2,"Kayleigh Treutel",RPL,3.7,"Ubiquitos Computing"
2,"Kayleigh Treutel",RPL,3.7,"Game Technology & Machine Learning"
2,"Kayleigh Treutel","Matkom 3",3,"Knowledge Engineering"
2,"Kayleigh Treutel","Matkom 3",3,"Ubiquitos Computing"
2,"Kayleigh Treutel","Matkom 3",3,"Game Technology & Machine Learning"
2,"Kayleigh Treutel",KWU,3.3,"Knowledge Engineering"
2,"Kayleigh Treutel",KWU,3.3,"Ubiquitos Computing"
2,"Kayleigh Treutel",KWU,3.3,"Game Technology & Machine Learning"
2,"Kayleigh Treutel",Web,2.7,"Knowledge Engineering"
2,"Kayleigh Treutel",Web,2.7,"Ubiquitos Computing"
2,"Kayleigh Treutel",Web,2.7,"Game Technology & Machine Learning"
2,"Kayleigh Treutel",OS,3.7,"Knowledge Engineering"
2,"Kayleigh Treutel",OS,3.7,"Ubiquitos Computing"
2,"Kayleigh Treutel",OS,3.7,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",KWU,3,"Knowledge Engineering"
3,"Dr. Leif Bashirian",KWU,3,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",KWU,3,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",K3,2.7,"Knowledge Engineering"
3,"Dr. Leif Bashirian",K3,2.7,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",K3,2.7,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",RPL,3,"Knowledge Engineering"
3,"Dr. Leif Bashirian",RPL,3,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",RPL,3,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",AI,4,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",IOT,2.3,"Ubiquitos Computing"
3,"Dr. Leif Bashirian","Big Data",3.7,"Knowledge Engineering"
3,"Dr. Leif Bashirian","Proyek SI",4,"Knowledge Engineering"
3,"Dr. Leif Bashirian","Proyek SI",4,"Ubiquitos Computing"
3,"Dr. Leif Bashirian","Proyek SI",4,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",Mobile,3.3,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",Cryptography,4,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",Compilation,2.7,"Ubiquitos Computing"
3,"Dr. Leif Bashirian","Organisasi & Arsitektur Komputer",2.7,"Knowledge Engineering"
3,"Dr. Leif Bashirian","Organisasi & Arsitektur Komputer",2.7,"Ubiquitos Computing"
3,"Dr. Leif Bashirian","Organisasi & Arsitektur Komputer",2.7,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",Statistik,3.7,"Knowledge Engineering"
3,"Dr. Leif Bashirian",PTI,3,"Knowledge Engineering"
3,"Dr. Leif Bashirian",PTI,3,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",PTI,3,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",Web,3.3,"Knowledge Engineering"
3,"Dr. Leif Bashirian",Web,3.3,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",Web,3.3,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian","Algoritma & Pemrograman",3.3,"Knowledge Engineering"
3,"Dr. Leif Bashirian","Algoritma & Pemrograman",3.3,"Ubiquitos Computing"
3,"Dr. Leif Bashirian","Algoritma & Pemrograman",3.3,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",Declarative,2.7,"Knowledge Engineering"
3,"Dr. Leif Bashirian",Declarative,2.7,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",Declarative,2.7,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian","Data Science",2.7,"Knowledge Engineering"
3,"Dr. Leif Bashirian","Matkom 2",3.3,"Knowledge Engineering"
3,"Dr. Leif Bashirian","Matkom 2",3.3,"Ubiquitos Computing"
3,"Dr. Leif Bashirian","Matkom 2",3.3,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",NLP,2.7,"Knowledge Engineering"
3,"Dr. Leif Bashirian",OS,3.3,"Knowledge Engineering"
3,"Dr. Leif Bashirian",OS,3.3,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",OS,3.3,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",Algorithm,2.7,"Knowledge Engineering"
3,"Dr. Leif Bashirian",Algorithm,2.7,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",Algorithm,2.7,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",IMK,3,"Knowledge Engineering"
3,"Dr. Leif Bashirian",IMK,3,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",IMK,3,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",Graphics,4,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian","Matkom 3",4,"Knowledge Engineering"
3,"Dr. Leif Bashirian","Matkom 3",4,"Ubiquitos Computing"
3,"Dr. Leif Bashirian","Matkom 3",4,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",MM,3.3,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian","Komunikasi Data",3,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",Game,4,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian",Sociotechnology,3.3,"Knowledge Engineering"
3,"Dr. Leif Bashirian",Sociotechnology,3.3,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",Sociotechnology,3.3,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian","Open Source",3.7,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",OOP,3.7,"Knowledge Engineering"
3,"Dr. Leif Bashirian",OOP,3.7,"Ubiquitos Computing"
3,"Dr. Leif Bashirian",OOP,3.7,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian","Matkom 1",3.7,"Knowledge Engineering"
3,"Dr. Leif Bashirian","Matkom 1",3.7,"Ubiquitos Computing"
3,"Dr. Leif Bashirian","Matkom 1",3.7,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian","Bahasa Inggris",4,"Knowledge Engineering"
3,"Dr. Leif Bashirian","Bahasa Inggris",4,"Ubiquitos Computing"
3,"Dr. Leif Bashirian","Bahasa Inggris",4,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian","Basis Data",3.3,"Knowledge Engineering"
3,"Dr. Leif Bashirian","Basis Data",3.3,"Ubiquitos Computing"
3,"Dr. Leif Bashirian","Basis Data",3.3,"Game Technology & Machine Learning"
3,"Dr. Leif Bashirian","Struktur Data",4,"Knowledge Engineering"
3,"Dr. Leif Bashirian","Struktur Data",4,"Ubiquitos Computing"
3,"Dr. Leif Bashirian","Struktur Data",4,"Game Technology & Machine Learning"
4,"Shanelle Quigley","Algoritma & Pemrograman",2.7,"Knowledge Engineering"
4,"Shanelle Quigley","Algoritma & Pemrograman",2.7,"Ubiquitos Computing"
4,"Shanelle Quigley","Algoritma & Pemrograman",2.7,"Game Technology & Machine Learning"
4,"Shanelle Quigley",IOT,3.3,"Ubiquitos Computing"
4,"Shanelle Quigley",Cryptography,3.3,"Ubiquitos Computing"
4,"Shanelle Quigley",Compilation,4,"Ubiquitos Computing"
4,"Shanelle Quigley","Data Science",3.7,"Knowledge Engineering"
4,"Shanelle Quigley","Komunikasi Data",2.7,"Ubiquitos Computing"
4,"Shanelle Quigley",AI,2.7,"Game Technology & Machine Learning"
4,"Shanelle Quigley","Bahasa Inggris",2.7,"Knowledge Engineering"
4,"Shanelle Quigley","Bahasa Inggris",2.7,"Ubiquitos Computing"
4,"Shanelle Quigley","Bahasa Inggris",2.7,"Game Technology & Machine Learning"
4,"Shanelle Quigley",RPL,2.7,"Knowledge Engineering"
4,"Shanelle Quigley",RPL,2.7,"Ubiquitos Computing"
4,"Shanelle Quigley",RPL,2.7,"Game Technology & Machine Learning"
4,"Shanelle Quigley",Sociotechnology,3.3,"Knowledge Engineering"
4,"Shanelle Quigley",Sociotechnology,3.3,"Ubiquitos Computing"
4,"Shanelle Quigley",Sociotechnology,3.3,"Game Technology & Machine Learning"
4,"Shanelle Quigley",Web,3.7,"Knowledge Engineering"
4,"Shanelle Quigley",Web,3.7,"Ubiquitos Computing"
4,"Shanelle Quigley",Web,3.7,"Game Technology & Machine Learning"
4,"Shanelle Quigley",Graphics,3,"Game Technology & Machine Learning"
4,"Shanelle Quigley",IMK,3.3,"Knowledge Engineering"
4,"Shanelle Quigley",IMK,3.3,"Ubiquitos Computing"
4,"Shanelle Quigley",IMK,3.3,"Game Technology & Machine Learning"
4,"Shanelle Quigley",Statistik,2.7,"Knowledge Engineering"
4,"Shanelle Quigley",NLP,3.7,"Knowledge Engineering"
4,"Shanelle Quigley",Declarative,3.3,"Knowledge Engineering"
4,"Shanelle Quigley",Declarative,3.3,"Ubiquitos Computing"
4,"Shanelle Quigley",Declarative,3.3,"Game Technology & Machine Learning"
4,"Shanelle Quigley",MM,3.7,"Game Technology & Machine Learning"
4,"Shanelle Quigley",OOP,3.3,"Knowledge Engineering"
4,"Shanelle Quigley",OOP,3.3,"Ubiquitos Computing"
4,"Shanelle Quigley",OOP,3.3,"Game Technology & Machine Learning"
4,"Shanelle Quigley","Matkom 3",3.3,"Knowledge Engineering"
4,"Shanelle Quigley","Matkom 3",3.3,"Ubiquitos Computing"
4,"Shanelle Quigley","Matkom 3",3.3,"Game Technology & Machine Learning"
4,"Shanelle Quigley","Big Data",3.7,"Knowledge Engineering"
4,"Shanelle Quigley","Open Source",3,"Ubiquitos Computing"
4,"Shanelle Quigley",Algorithm,3.3,"Knowledge Engineering"
4,"Shanelle Quigley",Algorithm,3.3,"Ubiquitos Computing"
4,"Shanelle Quigley",Algorithm,3.3,"Game Technology & Machine Learning"
4,"Shanelle Quigley","Matkom 2",3.3,"Knowledge Engineering"
4,"Shanelle Quigley","Matkom 2",3.3,"Ubiquitos Computing"
4,"Shanelle Quigley","Matkom 2",3.3,"Game Technology & Machine Learning"
4,"Shanelle Quigley",K3,4,"Knowledge Engineering"
4,"Shanelle Quigley",K3,4,"Ubiquitos Computing"
4,"Shanelle Quigley",K3,4,"Game Technology & Machine Learning"
4,"Shanelle Quigley","Struktur Data",3.7,"Knowledge Engineering"
4,"Shanelle Quigley","Struktur Data",3.7,"Ubiquitos Computing"
4,"Shanelle Quigley","Struktur Data",3.7,"Game Technology & Machine Learning"
4,"Shanelle Quigley",KWU,3,"Knowledge Engineering"
4,"Shanelle Quigley",KWU,3,"Ubiquitos Computing"
4,"Shanelle Quigley",KWU,3,"Game Technology & Machine Learning"
4,"Shanelle Quigley",Game,3.3,"Game Technology & Machine Learning"
4,"Shanelle Quigley",PTI,2.7,"Knowledge Engineering"
4,"Shanelle Quigley",PTI,2.7,"Ubiquitos Computing"
4,"Shanelle Quigley",PTI,2.7,"Game Technology & Machine Learning"
4,"Shanelle Quigley","Organisasi & Arsitektur Komputer",4,"Knowledge Engineering"
4,"Shanelle Quigley","Organisasi & Arsitektur Komputer",4,"Ubiquitos Computing"
4,"Shanelle Quigley","Organisasi & Arsitektur Komputer",4,"Game Technology & Machine Learning"
4,"Shanelle Quigley","Matkom 1",4,"Knowledge Engineering"
4,"Shanelle Quigley","Matkom 1",4,"Ubiquitos Computing"
4,"Shanelle Quigley","Matkom 1",4,"Game Technology & Machine Learning"
4,"Shanelle Quigley",Mobile,3.7,"Ubiquitos Computing"
4,"Shanelle Quigley","Basis Data",3,"Knowledge Engineering"
4,"Shanelle Quigley","Basis Data",3,"Ubiquitos Computing"
4,"Shanelle Quigley","Basis Data",3,"Game Technology & Machine Learning"
4,"Shanelle Quigley","Proyek SI",3,"Knowledge Engineering"
4,"Shanelle Quigley","Proyek SI",3,"Ubiquitos Computing"
4,"Shanelle Quigley","Proyek SI",3,"Game Technology & Machine Learning"
4,"Shanelle Quigley",OS,3,"Knowledge Engineering"
4,"Shanelle Quigley",OS,3,"Ubiquitos Computing"
4,"Shanelle Quigley",OS,3,"Game Technology & Machine Learning"
5,"Sage Lindgren",Graphics,3.7,"Game Technology & Machine Learning"
5,"Sage Lindgren",OOP,2.3,"Knowledge Engineering"
5,"Sage Lindgren",OOP,2.3,"Ubiquitos Computing"
5,"Sage Lindgren",OOP,2.3,"Game Technology & Machine Learning"
5,"Sage Lindgren","Matkom 2",2,"Knowledge Engineering"
5,"Sage Lindgren","Matkom 2",2,"Ubiquitos Computing"
5,"Sage Lindgren","Matkom 2",2,"Game Technology & Machine Learning"
5,"Sage Lindgren",IOT,2.7,"Ubiquitos Computing"
5,"Sage Lindgren",KWU,2.7,"Knowledge Engineering"
5,"Sage Lindgren",KWU,2.7,"Ubiquitos Computing"
5,"Sage Lindgren",KWU,2.7,"Game Technology & Machine Learning"
5,"Sage Lindgren",PTI,2.7,"Knowledge Engineering"
5,"Sage Lindgren",PTI,2.7,"Ubiquitos Computing"
5,"Sage Lindgren",PTI,2.7,"Game Technology & Machine Learning"
5,"Sage Lindgren","Proyek SI",3,"Knowledge Engineering"
5,"Sage Lindgren","Proyek SI",3,"Ubiquitos Computing"
5,"Sage Lindgren","Proyek SI",3,"Game Technology & Machine Learning"
5,"Sage Lindgren",Sociotechnology,3.7,"Knowledge Engineering"
5,"Sage Lindgren",Sociotechnology,3.7,"Ubiquitos Computing"
5,"Sage Lindgren",Sociotechnology,3.7,"Game Technology & Machine Learning"
5,"Sage Lindgren","Bahasa Inggris",3.3,"Knowledge Engineering"
5,"Sage Lindgren","Bahasa Inggris",3.3,"Ubiquitos Computing"
5,"Sage Lindgren","Bahasa Inggris",3.3,"Game Technology & Machine Learning"
5,"Sage Lindgren","Matkom 1",2.7,"Knowledge Engineering"
5,"Sage Lindgren","Matkom 1",2.7,"Ubiquitos Computing"
5,"Sage Lindgren","Matkom 1",2.7,"Game Technology & Machine Learning"
5,"Sage Lindgren","Komunikasi Data",3.7,"Ubiquitos Computing"
5,"Sage Lindgren",Cryptography,4,"Ubiquitos Computing"
5,"Sage Lindgren","Struktur Data",3,"Knowledge Engineering"
5,"Sage Lindgren","Struktur Data",3,"Ubiquitos Computing"
5,"Sage Lindgren","Struktur Data",3,"Game Technology & Machine Learning"
5,"Sage Lindgren",Declarative,4,"Knowledge Engineering"
5,"Sage Lindgren",Declarative,4,"Ubiquitos Computing"
5,"Sage Lindgren",Declarative,4,"Game Technology & Machine Learning"
5,"Sage Lindgren",NLP,3.7,"Knowledge Engineering"
5,"Sage Lindgren",OS,3.3,"Knowledge Engineering"
5,"Sage Lindgren",OS,3.3,"Ubiquitos Computing"
5,"Sage Lindgren",OS,3.3,"Game Technology & Machine Learning"
5,"Sage Lindgren",AI,3.3,"Game Technology & Machine Learning"
5,"Sage Lindgren",RPL,3,"Knowledge Engineering"
5,"Sage Lindgren",RPL,3,"Ubiquitos Computing"
5,"Sage Lindgren",RPL,3,"Game Technology & Machine Learning"
5,"Sage Lindgren","Matkom 3",4,"Knowledge Engineering"
5,"Sage Lindgren","Matkom 3",4,"Ubiquitos Computing"
5,"Sage Lindgren","Matkom 3",4,"Game Technology & Machine Learning"
5,"Sage Lindgren",Mobile,3.7,"Ubiquitos Computing"
5,"Sage Lindgren",Statistik,3,"Knowledge Engineering"
5,"Sage Lindgren",Algorithm,2.7,"Knowledge Engineering"
5,"Sage Lindgren",Algorithm,2.7,"Ubiquitos Computing"
5,"Sage Lindgren",Algorithm,2.7,"Game Technology & Machine Learning"
5,"Sage Lindgren",Game,2.7,"Game Technology & Machine Learning"
5,"Sage Lindgren",Compilation,3.7,"Ubiquitos Computing"
5,"Sage Lindgren",MM,2.7,"Game Technology & Machine Learning"
5,"Sage Lindgren","Data Science",4,"Knowledge Engineering"
5,"Sage Lindgren",Web,3.7,"Knowledge Engineering"
5,"Sage Lindgren",Web,3.7,"Ubiquitos Computing"
5,"Sage Lindgren",Web,3.7,"Game Technology & Machine Learning"
5,"Sage Lindgren","Big Data",3,"Knowledge Engineering"
5,"Sage Lindgren","Organisasi & Arsitektur Komputer",3.7,"Knowledge Engineering"
5,"Sage Lindgren","Organisasi & Arsitektur Komputer",3.7,"Ubiquitos Computing"
5,"Sage Lindgren","Organisasi & Arsitektur Komputer",3.7,"Game Technology & Machine Learning"
5,"Sage Lindgren","Algoritma & Pemrograman",3.3,"Knowledge Engineering"
5,"Sage Lindgren","Algoritma & Pemrograman",3.3,"Ubiquitos Computing"
5,"Sage Lindgren","Algoritma & Pemrograman",3.3,"Game Technology & Machine Learning"
5,"Sage Lindgren","Open Source",3.3,"Ubiquitos Computing"
5,"Sage Lindgren",IMK,3.3,"Knowledge Engineering"
5,"Sage Lindgren",IMK,3.3,"Ubiquitos Computing"
5,"Sage Lindgren",IMK,3.3,"Game Technology & Machine Learning"
5,"Sage Lindgren","Basis Data",3.7,"Knowledge Engineering"
5,"Sage Lindgren","Basis Data",3.7,"Ubiquitos Computing"
5,"Sage Lindgren","Basis Data",3.7,"Game Technology & Machine Learning"
5,"Sage Lindgren",K3,3,"Knowledge Engineering"
5,"Sage Lindgren",K3,3,"Ubiquitos Computing"
5,"Sage Lindgren",K3,3,"Game Technology & Machine Learning"
6,"Dr. Aida Doyle III",Web,2,"Knowledge Engineering"
6,"Dr. Aida Doyle III",Web,2,"Ubiquitos Computing"
6,"Dr. Aida Doyle III",Web,2,"Game Technology & Machine Learning"
6,"Dr. Aida Doyle III","Open Source",2.7,"Ubiquitos Computing"
6,"Dr. Aida Doyle III",Mobile,3.3,"Ubiquitos Computing"
6,"Dr. Aida Doyle III",Cryptography,2,"Ubiquitos Computing"
6,"Dr. Aida Doyle III",PTI,3.7,"Knowledge Engineering"
6,"Dr. Aida Doyle III",PTI,3.7,"Ubiquitos Computing"
6,"Dr. Aida Doyle III",PTI,3.7,"Game Technology & Machine Learning"
6,"Dr. Aida Doyle III","Matkom 1",3,"Knowledge Engineering"
